3
0,1,2,3
0,1,2,3
0,1,2,3
"09:00",0,1
"09:00",0,2
"09:00",0,3
"09:05",0,2
"09:05",0,3
"09:10",0,1
"09:10",0,2
"09:10",0,3
"09:15",0,2
"09:15",0,3
"09:20",0,1
"09:20",0,2
"09:20",0,3
"09:25",0,2
"09:25",0,3
"09:30",0,1
"09:30",0,2
"09:30",0,3
"09:35",0,2
"09:35",0,3
"09:40",0,1
"09:40",0,2
"09:40",0,3
"09:45",0,2
"09:45",0,3
"09:50",0,1
"09:50",0,2
"09:50",0,3
"09:55",0,2
"09:55",0,3
"10:00",0,2
"10:00",0,3
"10:05",0,2
"10:05",0,3
"10:10",0,2
"10:10",0,3
"10:15",0,2
"10:15",0,3
"10:20",0,2
"10:20",0,3
"10:25",0,2
"10:25",0,3
"10:30",0,2
"10:30",0,3
"10:35",0,2
"10:35",0,3
"10:40",0,2
"10:40",0,3
"10:45",0,2
"10:45",0,3
"10:50",0,2
"10:50",0,3
"11:00",0,1
"11:00",0,2
"11:00",0,3
"11:20",0,1
"11:20",0,2
"11:20",0,3
"11:40",0,1
"11:40",0,2
"11:40",0,3
"12:00",0,1
"12:00",0,2
"12:00",0,3
"12:20",0,1
"12:20",0,2
"12:20",0,3
"12:40",0,1
"12:40",0,2
"12:40",0,3
"13:00",0,1
"13:00",0,2
"13:00",0,3
"13:20",0,1
"13:20",0,2
"13:20",0,3
"13:40",0,1
"13:40",0,2
"13:40",0,3
"14:00",0,1
"14:00",0,2
"14:00",0,3
"14:00",1,0
"14:00",2,0
"14:00",3,0
"14:04",1,0
"14:04",2,0
"14:04",3,0
"14:08",1,0
"14:08",2,0
"14:08",3,0
"14:12",1,0
"14:12",2,0
"14:12",3,0
"14:16",1,0
"14:16",2,0
"14:16",3,0
"14:20",0,1
"14:20",0,2
"14:20",0,3
"14:20",1,0
"14:20",2,0
"14:20",3,0
"14:24",1,0
"14:24",2,0
"14:24",3,0
"14:28",1,0
"14:28",2,0
"14:28",3,0
"14:32",1,0
"14:32",2,0
"14:32",3,0
"14:36",1,0
"14:36",2,0
"14:36",3,0
"14:40",0,1
"14:40",0,2
"14:40",0,3
"14:40",1,0
"14:40",2,0
"14:40",3,0
"14:44",1,0
"14:44",2,0
"14:44",3,0
"14:48",1,0
"14:48",2,0
"14:48",3,0
"14:52",1,0
"14:52",2,0
"14:52",3,0
"14:56",1,0
"14:56",2,0
"14:56",3,0
"15:00",0,1
"15:00",0,2
"15:00",0,3
"15:00",2,0
"15:00",3,0
"15:00",0,1
"15:00",0,3
"15:07",2,0
"15:07",3,0
"15:07",0,1
"15:07",0,3
"15:14",2,0
"15:14",3,0
"15:14",0,1
"15:14",0,3
"15:20",0,1
"15:20",0,2
"15:20",0,3
"15:21",2,0
"15:21",3,0
"15:21",0,1
"15:21",0,3
"15:28",2,0
"15:28",3,0
"15:28",0,1
"15:28",0,3
"15:35",2,0
"15:35",3,0
"15:35",0,1
"15:35",0,3
"15:40",0,1
"15:40",0,2
"15:40",0,3
"15:42",2,0
"15:42",3,0
"15:42",0,1
"15:42",0,3
"15:49",2,0
"15:49",3,0
"15:49",0,1
"15:49",0,3
"15:56",2,0
"15:56",3,0
"15:56",0,1
"15:56",0,3
"16:00",0,1
"16:00",0,2
"16:00",0,3
"16:20",0,1
"16:20",0,2
"16:20",0,3
"16:40",0,1
"16:40",0,2
"16:40",0,3
"17:00",0,1
"17:00",0,2
"17:00",0,3
"17:20",0,1
"17:20",0,2
"17:20",0,3
"17:40",0,1
"17:40",0,2
"17:40",0,3
"18:00",0,1
"18:00",0,2
"18:00",0,3
"18:00",1,0
"18:00",2,0
"18:00",3,0
"18:03",1,0
"18:03",2,0
"18:03",3,0
"18:06",1,0
"18:06",2,0
"18:06",3,0
"18:12",1,0
"18:12",2,0
"18:12",3,0
"18:15",1,0
"18:15",2,0
"18:15",3,0
"18:18",1,0
"18:18",2,0
"18:18",3,0
"18:20",0,1
"18:20",0,2
"18:20",0,3
"18:21",1,0
"18:21",2,0
"18:21",3,0
"18:24",1,0
"18:24",2,0
"18:24",3,0
"18:27",1,0
"18:27",2,0
"18:27",3,0
"18:30",1,0
"18:30",2,0
"18:30",3,0
"18:33",1,0
"18:33",2,0
"18:33",3,0
"18:36",1,0
"18:36",2,0
"18:36",3,0
"18:42",1,0
"18:42",2,0
"18:42",3,0
"18:45",1,0
"18:45",2,0
"18:45",3,0
"18:48",1,0
"18:48",2,0
"18:48",3,0
"18:51",1,0
"18:51",2,0
"18:51",3,0
"18:54",1,0
"18:54",2,0
"18:54",3,0
"18:57",1,0
"18:57",2,0
"18:57",3,0
"19:00",1,0
"19:00",2,0
"19:00",3,0
"19:03",1,0
"19:03",2,0
"19:03",3,0
"19:06",1,0
"19:06",2,0
"19:06",3,0
"19:12",1,0
"19:12",2,0
"19:12",3,0
"19:15",1,0
"19:15",2,0
"19:15",3,0
"19:18",1,0
"19:18",2,0
"19:18",3,0
"19:21",1,0
"19:21",2,0
"19:21",3,0
"19:24",1,0
"19:24",2,0
"19:24",3,0
"19:27",1,0
"19:27",2,0
"19:27",3,0
"19:30",1,0
"19:30",2,0
"19:30",3,0
"19:33",1,0
"19:33",2,0
"19:33",3,0
"19:36",1,0
"19:36",2,0
"19:36",3,0
"19:42",1,0
"19:42",2,0
"19:42",3,0
"19:45",1,0
"19:45",2,0
"19:45",3,0
"19:48",1,0
"19:48",2,0
"19:48",3,0
"19:51",1,0
"19:51",2,0
"19:51",3,0
"19:54",1,0
"19:54",2,0
"19:54",3,0
